"word","sentiment","Polarität"
"verdient",0.3612,"positive"
"veredeln",0.004,"positive"
"verehren",0.004,"positive"
"verehrt",0.004,"positive"
"vereidigen",0.004,"positive"
"vereinen",0.004,"positive"
"vereinfachen",0.004,"positive"
"vererben",0.004,"positive"
"verfeinern",0.004,"positive"
"verführerisch",0.004,"positive"
"vergeben",0.004,"positive"
"vergnügen",0.1838,"positive"
"vergolden",0.004,"positive"
"vergrößern",0.004,"positive"
"vergöttern",0.004,"positive"
"vergöttert",0.004,"positive"
"verhandeln",0.004,"positive"
"verheißungsvoll",0.004,"positive"
"veritabel",0.004,"positive"
"verlockend",0.004,"positive"
"verlässlich",0.0854,"positive"
"vermachen",0.004,"positive"
"vermehrt",0.004,"positive"
"vermitteln",0.0699,"positive"
"vernünftig",0.3436,"positive"
"verschönern",0.004,"positive"
"versichern",0.004,"positive"
"versiert",0.004,"positive"
"verstehen",0.0957,"positive"
"verständlich",0.0978,"positive"
"verstärken",0.004,"positive"
"versöhnen",0.004,"positive"
"versöhnlich",0.004,"positive"
"verteidigen",0.004,"positive"
"vertrauenerweckend",0.004,"positive"
"vertrauensvoll",0.004,"positive"
"vertrauenswürdig",0.004,"positive"
"vertraulich",0.004,"positive"
"vertraut",0.2266,"positive"
"verwendbar",0.0859,"positive"
"verwirklichen",0.004,"positive"
"verwöhnen",0.3571,"positive"
"verzeihen",0.004,"positive"
"verzückt",0.004,"positive"
"vielfältig",0.004,"positive"
"vielseitig",0.0957,"positive"
"vielversprechend",0.0849,"positive"
"vital",0.2122,"positive"
"vollkommen",0.0945,"positive"
"vollständig",0.004,"positive"
"voranbringen",0.004,"positive"
"vorankommen",0.004,"positive"
"vorantreiben",0.004,"positive"
"vorbehaltlos",0.004,"positive"
"vorbereiten",0.1036,"positive"
"vorbildlich",0.3188,"positive"
"vorsichtig",0.2313,"positive"
"vorsorgen",0.0878,"positive"
"vorsorglich",0.004,"positive"
"vorteilhaft",0.004,"positive"
"vorwärts",0.0961,"positive"
"vorzeigbar",0.004,"positive"
"vorzüglich",0.3223,"positive"
"wachsam",0.0891,"positive"
"wachsen",0.3607,"positive"
"wachsend",0.004,"positive"
"wagen",0.004,"positive"
"wahr",0.2176,"positive"
"wahren",0.004,"positive"
"warm",0.3796,"positive"
"warmherzig",0.1921,"positive"
"wegweisend",0.004,"positive"
"weich",0.3591,"positive"
"weise",0.2244,"positive"
"weiterempfehlen",0.2101,"positive"
"weitgehend",0.004,"positive"
"weitläufig",0.1966,"positive"
"weitreichend",0.004,"positive"
"weiträumig",0.004,"positive"
"weitsichtig",0.004,"positive"
"weltberühmt",0.004,"positive"
"wertig",0.004,"positive"
"wertschätzen",0.004,"positive"
"wertvoll",0.357,"positive"
"wichtig",0.3822,"positive"
"widerstandsfähig",0.0877,"positive"
"wiederaufleben",0.004,"positive"
"wiederbeleben",0.004,"positive"
"wiedergewinnen",0.004,"positive"
"wiedergutmachen",0.004,"positive"
"wiederherstellen",0.004,"positive"
"wiederkehren",0.004,"positive"
"wiedervereinigen",0.004,"positive"
"willensstark",0.004,"positive"
"willkommen",0.004,"positive"
"wirksam",0.004,"positive"
"wirkungsvoll",0.004,"positive"
"wirtschaftlich",0.004,"positive"
"witzig",0.4463,"positive"
"wohlbehalten",0.0883,"positive"
"wohlgeordnet",0.004,"positive"
"wohlhabend",0.201,"positive"
"wohlig",0.32,"positive"
"wohltuend",0.2113,"positive"
"wohltätig",0.004,"positive"
"wohlwollend",0.004,"positive"
"wohnlich",0.0885,"positive"
"wunderbar",0.7234,"positive"
"wundersam",0.004,"positive"
"wunderschön",0.7048,"positive"
"wundervoll",0.308,"positive"
"wunschgemäß",0.004,"positive"
"wärmen",0.1956,"positive"
"wärmstens",0.004,"positive"
"wünschenswert",0.004,"positive"
"würdevoll",0.004,"positive"
"würdig",0.0801,"positive"
"würdigen",0.2056,"positive"
"zauberhaft",0.004,"positive"
"zeitsparend",0.004,"positive"
"zielgerichtet",0.004,"positive"
"zielstrebig",0.1955,"positive"
"zivilisiert",0.004,"positive"
"zufließen",0.004,"positive"
"zufrieden",0.393,"positive"
"zufriedenstellend",0.004,"positive"
"zufügen",0.004,"positive"
"zugeben",0.004,"positive"
"zugreifen",0.004,"positive"
"zugänglich",0.004,"positive"
"zukunftsweisend",0.0859,"positive"
"zulegen",0.0922,"positive"
"zulässig",0.004,"positive"
"zurückgewinnen",0.004,"positive"
"zusammenhalten",0.0834,"positive"
"zuschießen",0.004,"positive"
"zustimmen",0.004,"positive"
"zuverlässig",0.2052,"positive"
"zuversichtlich",0.2179,"positive"
"zuvorkommend",0.6669,"positive"
"zweifellos",0.0839,"positive"
"Übereinkunft",0.004,"positive"
"Übereinstimmung",0.004,"positive"
"Überfluß",0.004,"positive"
"Überlegenheit",0.004,"positive"
"Überlegung",0.004,"positive"
"Überparteilichkeit",0.004,"positive"
"Überschaubarkeit",0.004,"positive"
"Überschwänglichkeit",0.004,"positive"
"Überzeugung",0.004,"positive"
"ästhetisch",0.2038,"positive"
"überdurchschnittlich",0.09,"positive"
"überglücklich",0.004,"positive"
"übergroß",0.004,"positive"
"überholen",0.004,"positive"
"überleben",0.004,"positive"
"überlegen",0.004,"positive"
"überlegt",0.004,"positive"
"übermenschlich",0.004,"positive"
"überragend",0.004,"positive"
"überraschend",0.004,"positive"
"überrascht",0.2438,"positive"
"überrunden",0.004,"positive"
"überschaubar",0.004,"positive"
"überschwänglich",0.004,"positive"
"überschäumen",0.004,"positive"
"übersichtlich",0.2253,"positive"
"übertreffen",0.004,"positive"
"überwinden",0.004,"positive"
"überwältigend",0.3312,"positive"
"überzeugen",0.3396,"positive"
"überzeugend",0.4489,"positive"
"überzeugt",0.2381,"positive"
"üppig",0.201,"positive"
"Abmachungen",0.004,"positive"
"Abschluss",0.004,"positive"
"Abschlusse",0.004,"positive"
"Abschlusses",0.004,"positive"
"Abschlüsse",0.004,"positive"
"Abschlüssen",0.004,"positive"
"Abstimmungen",0.004,"positive"
"Aktivitäten",0.004,"positive"
"Aktualisierungen",0.004,"positive"
"Aktualitäten",0.004,"positive"
"Akzeptanzen",0.004,"positive"
"Andrangs",0.004,"positive"
"Andranges",0.004,"positive"
"Andrange",0.004,"positive"
"Anerkennungen",0.0855,"positive"
"Angeboten",0.0711,"positive"
"Angebote",0.0711,"positive"
"Angebots",0.0711,"positive"
"Angebotes",0.0711,"positive"
"Anhebungen",0.004,"positive"
"Ankurbelungen",0.004,"positive"
"Annehmlichkeiten",0.004,"positive"
"Annäherungen",0.004,"positive"
"Anpassungen",0.004,"positive"
"Anpassungsfähigkeiten",0.004,"positive"
"Anreicherungen",0.004,"positive"
"Anspruchs",0.004,"positive"
"Anspruches",0.004,"positive"
"Ansprüchen",0.004,"positive"
"Ansprüche",0.004,"positive"
"Anstands",0.004,"positive"
"Anständen",0.004,"positive"
"Anstände",0.004,"positive"
"Anstandes",0.004,"positive"
"Anstiegen",0.004,"positive"
"Anstiegs",0.004,"positive"
"Anstiege",0.004,"positive"
"Anstieges",0.004,"positive"
"Anteilen",0.004,"positive"
"Anteiles",0.004,"positive"
"Anteils",0.004,"positive"
"Anteile",0.004,"positive"
"Anziehungen",0.004,"positive"
"Applausen",0.0871,"positive"
"Applause",0.0871,"positive"
"Applauses",0.0871,"positive"
"Aufbereitungen",0.004,"positive"
"Aufbesserungen",0.004,"positive"
"Auferstehungen",0.004,"positive"
"Aufmerksamkeiten",0.004,"positive"
"Aufmunterungen",0.004,"positive"
"Aufschwüngen",0.004,"positive"
"Aufschwungs",0.004,"positive"
"Aufschwunges",0.004,"positive"
"Aufschwünge",0.004,"positive"
"Aufschwunge",0.004,"positive"
"Aufstiegen",0.004,"positive"
"Aufstiege",0.004,"positive"
"Aufstiegs",0.004,"positive"
"Aufstieges",0.004,"positive"
"Aufstockungen",0.004,"positive"
"Aufträgen",0.004,"positive"
"Aufträge",0.004,"positive"
"Auftrages",0.004,"positive"
"Auftrags",0.004,"positive"
"Auftrage",0.004,"positive"
"Auftrieben",0.004,"positive"
"Auftriebs",0.004,"positive"
"Auftriebes",0.004,"positive"
"Auftriebe",0.004,"positive"
"Aufwertungen",0.004,"positive"
"Aufwärtstrends",0.004,"positive"
"Augenweiden",0.0844,"positive"
"Ausbaues",0.004,"positive"
"Ausbaus",0.004,"positive"
"Ausbildungen",0.004,"positive"
"Ausgleichen",0.004,"positive"
"Ausgleichs",0.004,"positive"
"Ausgleiches",0.004,"positive"
"Ausgleiche",0.004,"positive"
"Ausgleichszahlungen",0.004,"positive"
"Auszeichnungen",0.004,"positive"
"Autonomien",0.004,"positive"
"Bedeutungen",0.004,"positive"
"Befreiungen",0.004,"positive"
"Befriedigungen",0.004,"positive"
"Beförderungen",0.004,"positive"
"Begeisterungen",0.32,"positive"
"Begnadigungen",0.004,"positive"
"Begünstigungen",0.004,"positive"
"Beifalles",0.3265,"positive"
"Beifalls",0.3265,"positive"
"Beifalle",0.3265,"positive"
"Beifallsrufen",0.004,"positive"
"Beifallsrufes",0.004,"positive"
"Beifallsrufe",0.004,"positive"
"Beifallsrufs",0.004,"positive"
"Beilegungen",0.004,"positive"
"Beitritten",0.004,"positive"
"Beitritts",0.004,"positive"
"Beitritte",0.004,"positive"
"Beitrittes",0.004,"positive"
"Bekräftigungen",0.004,"positive"
"Belastbarkeiten",0.004,"positive"
"Belohnungen",0.0813,"positive"
"Benefizes",0.004,"positive"
"Benefizen",0.004,"positive"
"Benefize",0.004,"positive"
"Bereicherungen",0.004,"positive"
"Bereitschaften",0.004,"positive"
"Bereitstellungen",0.004,"positive"
"Beruhigungen",0.004,"positive"
"Beschleunigungen",0.004,"positive"
"Beschwichtigungen",0.004,"positive"
"Besitzes",0.004,"positive"
"Besitzs",0.004,"positive"
"Besserungen",0.004,"positive"
"Bestätigungen",0.004,"positive"
"Beteiligungen",0.004,"positive"
"Bewunderers",0.004,"positive"
"Bewunderern",0.004,"positive"
"Bewunderungen",0.004,"positive"
"Bildungen",0.004,"positive"
"Blüten",0.004,"positive"
"Bonitäten",0.004,"positive"
"Bonussen",0.004,"positive"
"Bonusses",0.004,"positive"
"Boni",0.004,"positive"
"Bonusse",0.004,"positive"
"Booms",0.004,"positive"
"Bünden",0.004,"positive"
"Bundes",0.004,"positive"
"Bunds",0.004,"positive"
"Bunde",0.004,"positive"
"Bünde",0.004,"positive"
"Bündnisse",0.004,"positive"
"Bündnisses",0.004,"positive"
"Bündnissen",0.004,"positive"
"Champions",0.004,"positive"
"Charismas",0.004,"positive"
"Charismata",0.004,"positive"
"Charismen",0.004,"positive"
"Charmes",0.004,"positive"
"Cleverneß",0.004,"positive"
"Comebacks",0.0712,"positive"
"Disziplinen",0.0611,"positive"
"Duftes",0.2149,"positive"
"Düfte",0.2149,"positive"
"Dufts",0.2149,"positive"
"Düften",0.2149,"positive"
"Dufte",0.2149,"positive"
"Dynamiken",0.004,"positive"
"Effizienzen",0.004,"positive"
"Ehren",0.0732,"positive"
"Ehrwürdigkeiten",0.004,"positive"
"Eifers",0.004,"positive"
"Eigenkapitals",0.004,"positive"
"Eigenkapitalien",0.004,"positive"
"Eigenkapitale",0.004,"positive"
"Eigenkapitalen",0.004,"positive"
"Eindeutigkeiten",0.004,"positive"
"Einfallsreichtums",0.004,"positive"
"Einheiten",0.004,"positive"
"Einkäufen",0.004,"positive"
"Einkäufe",0.004,"positive"
"Einkaufes",0.004,"positive"
"Einkaufs",0.004,"positive"
"Einkaufe",0.004,"positive"
"Einnahmen",0.004,"positive"
"Einsparungen",0.004,"positive"
"Einweihungen",0.004,"positive"
"Empfehlungen",0.004,"positive"
"Engagements",0.2157,"positive"
"Entlastungen",0.004,"positive"
"Entlohnungen",0.004,"positive"
"Entschluss",0.0804,"positive"
"Entschlusse",0.0804,"positive"
"Entschlusses",0.0804,"positive"
"Entschlüsse",0.0804,"positive"
"Entschlüssen",0.0804,"positive"
"Entschlüsselungen",0.004,"positive"
"Entschädigungen",0.004,"positive"
"Entspannungen",0.0875,"positive"
"Entwirrungen",0.004,"positive"
"Erben",0.004,"positive"
"Erbes",0.004,"positive"
"Erfahrungen",0.004,"positive"
"Erfolgs",0.3446,"positive"
"Erfolge",0.3446,"positive"
"Erfolgen",0.3446,"positive"
"Erfolges",0.3446,"positive"
"Erfolgserlebnisses",0.0884,"positive"
"Erfolgserlebnissen",0.0884,"positive"
"Erfolgserlebnisse",0.0884,"positive"
"Erfüllungen",0.004,"positive"
"Ergänzungen",0.004,"positive"
"Erholungen",0.0865,"positive"
"Erhöhungen",0.004,"positive"
"Erlaubnisse",0.004,"positive"
"Erlaubnissen",0.004,"positive"
"Erleichterungen",0.004,"positive"
"Erleuchtungen",0.004,"positive"
"Erlösungen",0.004,"positive"
"Ermutigungen",0.004,"positive"
"Erneuerungen",0.004,"positive"
"Ersparnisse",0.004,"positive"
"Ersparnissen",0.004,"positive"
"Erträgen",0.004,"positive"
"Ertrags",0.004,"positive"
"Erträge",0.004,"positive"
"Ertrages",0.004,"positive"
"Ertrage",0.004,"positive"
"Erweiterungen",0.004,"positive"
"Erzeugnissen",0.004,"positive"
"Erzeugnisses",0.004,"positive"
"Erzeugnisse",0.004,"positive"
"Experten",0.004,"positive"
"Expertisen",0.004,"positive"
"Exzellenzen",0.004,"positive"
"Favoriten",0.004,"positive"
"Feiern",0.0829,"positive"
"Fertigkeiten",0.004,"positive"
"Festes",0.2346,"positive"
"Fests",0.2346,"positive"
"Feste",0.2346,"positive"
"Festen",0.2346,"positive"
"Festakts",0.004,"positive"
"Festaktes",0.004,"positive"
"Festakte",0.004,"positive"
"Festakten",0.004,"positive"
"Festlichkeiten",0.004,"positive"
"Finanzierungen",0.004,"positive"
"Flairs",0.2216,"positive"
"Fleißes",0.3113,"positive"
"Fleißs",0.3113,"positive"
"Fortschritte",0.004,"positive"
"Fortschrittes",0.004,"positive"
"Fortschritts",0.004,"positive"
"Fortschritten",0.004,"positive"
"Freiheiten",0.004,"positive"
"Freisprüchen",0.004,"positive"
"Freisprüche",0.004,"positive"
"Freispruches",0.004,"positive"
"Freispruchs",0.004,"positive"
"Freispruche",0.004,"positive"
"Freuden",0.6502,"positive"
"Freunden",0.0116,"positive"
"Freundes",0.0116,"positive"
"Freunde",0.0116,"positive"
"Freunds",0.0116,"positive"
"Freundlichkeiten",0.0913,"positive"
"Freundschaften",0.2059,"positive"
"Friedens",0.004,"positive"
"Funktionsfähigkeiten",0.004,"positive"
"Fähigkeiten",0.0892,"positive"
"Förderungen",0.0829,"positive"
"Führungen",0.004,"positive"
"Füllen",0.004,"positive"
"Gaben",0.0747,"positive"
"Garantien",0.004,"positive"
"Gastfreundlichkeiten",0.004,"positive"
"Gedenkens",0.004,"positive"
"Gefallens",0.3349,"positive"
"Gehaltszulagen",0.004,"positive"
"Geldgebers",0.004,"positive"
"Geldgebern",0.004,"positive"
"Gemeinschaften",0.004,"positive"
"Genehmigungen",0.004,"positive"
"Genesungen",0.004,"positive"
"Genies",0.0697,"positive"
"Genusse",0.0701,"positive"
"Genusses",0.0701,"positive"
"Genüsse",0.0701,"positive"
"Genüssen",0.0701,"positive"
"Geschenken",0.4792,"positive"
"Geschenks",0.4792,"positive"
"Geschenkes",0.4792,"positive"
"Geschenke",0.4792,"positive"
"Geschicke",0.004,"positive"
"Geschicks",0.004,"positive"
"Geschickes",0.004,"positive"
"Geschicken",0.004,"positive"
"Gewinns",0.004,"positive"
"Gewinnen",0.004,"positive"
"Gewinne",0.004,"positive"
"Gewinnes",0.004,"positive"
"Gewinnern",0.004,"positive"
"Gewinners",0.004,"positive"
"Gewährleistungen",0.004,"positive"
"Glamours",0.004,"positive"
"Glanzs",0.004,"positive"
"Glanzes",0.004,"positive"
"Glanze",0.004,"positive"
"Glaubens",0.004,"positive"
"Glauben",0.004,"positive"
"Glaubwürdigkeiten",0.004,"positive"
"Gleichstellungen",0.004,"positive"
"Glücken",0.2452,"positive"
"Glückes",0.2452,"positive"
"Glücks",0.2452,"positive"
"Glücke",0.2452,"positive"
"Glückseligkeiten",0.004,"positive"
"Glückwünschen",0.2193,"positive"
"Glückwünsche",0.2193,"positive"
"Glückwunschs",0.2193,"positive"
"Glückwunsches",0.2193,"positive"
"Gnaden",0.004,"positive"
"Gratulationen",0.428,"positive"
"Grenzenlosigkeiten",0.004,"positive"
"Großzügigigkeiten",0.004,"positive"
"Größen",0.004,"positive"
"Gunsten",0.004,"positive"
"Gönnern",0.004,"positive"
"Gönners",0.004,"positive"
"Gültigkeiten",0.004,"positive"
"Hämmern",0.004,"positive"
"Hammers",0.004,"positive"
"Hämmer",0.004,"positive"
"Harmonien",0.0795,"positive"
"Harmonisierungen",0.004,"positive"
"Hartnäckigkeiten",0.004,"positive"
"Heiligtümern",0.004,"positive"
"Heiligtümer",0.004,"positive"
"Heiligtums",0.004,"positive"
"Heilungen",0.004,"positive"
"Heiraten",0.004,"positive"
"Helligkeiten",0.004,"positive"
"Herrlichkeiten",0.004,"positive"
"Highlights",0.004,"positive"
"Hilfen",0.004,"positive"
"Hilfsbereitschaften",0.004,"positive"
"Hingaben",0.004,"positive"
"Hochdruckgebiete",0.004,"positive"
"Hochdruckgebiets",0.004,"positive"
"Hochdruckgebieten",0.004,"positive"
"Hochdruckgebietes",0.004,"positive"
"Hochrufes",0.004,"positive"
"Hochrufen",0.004,"positive"
"Hochrufs",0.004,"positive"
"Hochrufe",0.004,"positive"
"Hoffnungen",0.2038,"positive"
"Humoren",0.3296,"positive"
"Humore",0.3296,"positive"
"Humors",0.3296,"positive"
"Hurras",0.004,"positive"
"Hurrageschreis",0.004,"positive"
"Höflichkeiten",0.004,"positive"
"Höhepunkten",0.004,"positive"
"Höhepunktes",0.004,"positive"
"Höhepunkts",0.004,"positive"
"Höhepunkte",0.004,"positive"
"Individualitäten",0.004,"positive"
"Innovationen",0.004,"positive"
"Inspirationen",0.004,"positive"
"Intellekts",0.004,"positive"
"Intellekten",0.004,"positive"
"Intellektes",0.004,"positive"
"Intellekte",0.004,"positive"
"Intelligenzen",0.004,"positive"
"Interesses",0.004,"positive"
"Interessen",0.004,"positive"
"Interessenvertretungen",0.004,"positive"
"Investitionen",0.004,"positive"
"Jubels",0.0652,"positive"
"Jubiläums",0.004,"positive"
"Jubiläen",0.004,"positive"
"Kaufs",0.004,"positive"
"Kaufes",0.004,"positive"
"Käufen",0.004,"positive"
"Käufe",0.004,"positive"
"Klarheiten",0.004,"positive"
"Komforts",0.1808,"positive"
"Kommunikationen",0.004,"positive"
"Kompatibilitäten",0.004,"positive"
"Kompensationen",0.004,"positive"
"Kompetenzen",0.004,"positive"
"Komplimente",0.3323,"positive"
"Kompliments",0.3323,"positive"
"Komplimentes",0.3323,"positive"
"Komplimenten",0.3323,"positive"
"Kompromiß",0.004,"positive"
"Kompromisse",0.004,"positive"
"Kompromisses",0.004,"positive"
"Kompromissen",0.004,"positive"
"Konjunkturaufschwünge",0.004,"positive"
"Konjunkturaufschwungs",0.004,"positive"
"Konjunkturaufschwüngen",0.004,"positive"
"Konjunkturaufschwunges",0.004,"positive"
"Konsense",0.004,"positive"
"Konsensen",0.004,"positive"
"Konsenses",0.004,"positive"
"Konsistenzen",0.004,"positive"
"Konsolidierungen",0.004,"positive"
"Konsultationen",0.004,"positive"
"Kooperationen",0.004,"positive"
"Koordinierungen",0.004,"positive"
"Korrekturen",0.004,"positive"
"Kostbarkeiten",0.004,"positive"
"Kräfte",0.004,"positive"
"Kräften",0.004,"positive"
"Kuren",0.0859,"positive"
"Launen",0.1085,"positive"
"Lebensfähigkeiten",0.004,"positive"
"Leidenschaften",0.004,"positive"
"Leistungen",0.004,"positive"
"Leistungsfähigkeiten",0.004,"positive"
"Lieben",0.0985,"positive"
"Lieblings",0.0873,"positive"
"Lieblinge",0.0873,"positive"
"Lieblingen",0.0873,"positive"
"Linderungen",0.004,"positive"
"Loben",0.7246,"positive"
"Lobs",0.7246,"positive"
"Lobes",0.7246,"positive"
"Lobe",0.7246,"positive"
"Löhne",0.004,"positive"
"Löhnen",0.004,"positive"
"Lohns",0.004,"positive"
"Lohnes",0.004,"positive"
"Loyalitäten",0.004,"positive"
"Lösungen",0.004,"positive"
"Mächten",0.004,"positive"
"Mächte",0.004,"positive"
"Magien",0.004,"positive"
"Majestäten",0.004,"positive"
"Maximums",0.004,"positive"
"Maxima",0.004,"positive"
"Meisterschaften",0.004,"positive"
"Meisterwerken",0.004,"positive"
"Meisterwerks",0.004,"positive"
"Meisterwerkes",0.004,"positive"
"Meisterwerke",0.004,"positive"
"Menschlichkeiten",0.004,"positive"
"Mitgefühles",0.004,"positive"
"Mitgefühls",0.004,"positive"
"Modernisierungen",0.004,"positive"
"Modernitäten",0.004,"positive"
"Moralen",0.004,"positive"
"Motivationen",0.004,"positive"
"Muts",0.6093,"positive"
"Mutes",0.6093,"positive"
"Möglichkeiten",0.004,"positive"
"Nutzens",0.004,"positive"
"Oasen",0.004,"positive"
"Optimisten",0.0836,"positive"
"Originalitäten",0.004,"positive"
"Pannenhilfen",0.004,"positive"
"Paradieses",0.004,"positive"
"Paradiesen",0.004,"positive"
"Paradiese",0.004,"positive"
"Partners",0.004,"positive"
"Partnern",0.004,"positive"
"Partnerschaften",0.0779,"positive"
"Perfektionen",0.004,"positive"
"Perfektionisten",0.004,"positive"
"Phantasien",0.075,"positive"
"Potenzen",0.004,"positive"
"Prestiges",0.004,"positive"
"Privilege",0.004,"positive"
"Privileges",0.004,"positive"
"Privilegs",0.004,"positive"
"Privilegien",0.004,"positive"
"Profite",0.004,"positive"
"Profites",0.004,"positive"
"Profits",0.004,"positive"
"Progressionen",0.004,"positive"
"Präferenzen",0.004,"positive"
"Qualifikationen",0.004,"positive"
"Qualitäten",0.004,"positive"
"Qualitätsverbesserungen",0.004,"positive"
"Rate",0.004,"positive"
"Rates",0.004,"positive"
"Rats",0.004,"positive"
"Räte",0.004,"positive"
"Räten",0.004,"positive"
"Rechten",0.004,"positive"
"Rechte",0.004,"positive"
"Rechts",0.004,"positive"
"Rechtes",0.004,"positive"
"Rechtmäßigkeiten",0.004,"positive"
"Rechtsgültigkeiten",0.004,"positive"
"Rehabilitationen",0.004,"positive"
"Reichtumes",0.004,"positive"
"Reichtums",0.004,"positive"
"Reichtümer",0.004,"positive"
"Reichtümern",0.004,"positive"
"Reinigungen",0.004,"positive"
"Relevanzen",0.004,"positive"
"Renovierungen",0.004,"positive"
"Respekte",0.004,"positive"
"Respekts",0.004,"positive"
"Respektes",0.004,"positive"
"Rettungen",0.0707,"positive"
"Ruhms",0.004,"positive"
"Ruhmes",0.004,"positive"
"Rückgrate",0.004,"positive"
"Rückgrats",0.004,"positive"
"Rückgrates",0.004,"positive"
"Rückgraten",0.004,"positive"
"Rücksichten",0.004,"positive"
"Rückversicherungen",0.004,"positive"
"Schätze",0.1096,"positive"
"Schatzes",0.1096,"positive"
"Schätzen",0.1096,"positive"
"Schatze",0.1096,"positive"
"Schenkungen",0.004,"positive"
"Schirmherren",0.004,"positive"
"Schirmherrschaften",0.004,"positive"
"Schmucks",0.004,"positive"
"Schmucken",0.004,"positive"
"Schmuckes",0.004,"positive"
"Schmucke",0.004,"positive"
"Schnelligkeiten",0.004,"positive"
"Schnäppchens",0.004,"positive"
"Schutze",0.004,"positive"
"Schutzes",0.004,"positive"
"Schutzen",0.004,"positive"
"Schutzmaßnahmen",0.004,"positive"
"Schwunges",0.238,"positive"
"Schwungs",0.238,"positive"
"Schwüngen",0.238,"positive"
"Schwünge",0.238,"positive"
"Schwunge",0.238,"positive"
"Schönheiten",0.3286,"positive"
"Selbstständigkeiten",0.004,"positive"
"Sensationen",0.004,"positive"
"Sicherheiten",0.004,"positive"
"Siegeszuges",0.004,"positive"
"Siegeszüge",0.004,"positive"
"Siegeszugs",0.004,"positive"
"Siegeszügen",0.004,"positive"
"Siegeszuge",0.004,"positive"
"Sinns",0.004,"positive"
"Sinne",0.004,"positive"
"Sinnes",0.004,"positive"
"Sinnen",0.004,"positive"
"Sparsamkeiten",0.004,"positive"
"Spaße",0.2823,"positive"
"Spaßes",0.2823,"positive"
"Späße",0.2823,"positive"
"Späßen",0.2823,"positive"
"Spenden",0.004,"positive"
"Spezialitäten",0.004,"positive"
"Sprüngen",0.004,"positive"
"Sprunges",0.004,"positive"
"Sprünge",0.004,"positive"
"Sprungs",0.004,"positive"
"Sprunge",0.004,"positive"
"Steigerungen",0.004,"positive"
"Steigfluge",0.004,"positive"
"Steigfluges",0.004,"positive"
"Steigflugs",0.004,"positive"
"Steigflüge",0.004,"positive"
"Steigflügen",0.004,"positive"
"Stifters",0.004,"positive"
"Stiftern",0.004,"positive"
"Stiftungen",0.004,"positive"
"Stile",0.3398,"positive"
"Stilen",0.3398,"positive"
"Stiles",0.3398,"positive"
"Stils",0.3398,"positive"
"Stimulationen",0.004,"positive"
"Stolzes",0.0797,"positive"
"Stolze",0.0797,"positive"
"Stärken",0.004,"positive"
"Stützen",0.004,"positive"
"Subventionen",0.004,"positive"
"Suchtfaktors",0.004,"positive"
"Suchtfaktoren",0.004,"positive"
"Superlativen",0.004,"positive"
"Superlative",0.004,"positive"
"Superlativs",0.004,"positive"
"Symbiosen",0.004,"positive"
"Symphatien",0.004,"positive"
"Talents",0.3352,"positive"
"Talenten",0.3352,"positive"
"Talentes",0.3352,"positive"
"Talente",0.3352,"positive"
"Toleranzen",0.004,"positive"
"Traditionen",0.004,"positive"
"Triumphen",0.004,"positive"
"Triumphes",0.004,"positive"
"Triumphe",0.004,"positive"
"Triumphs",0.004,"positive"
"Trophäen",0.004,"positive"
"Trosts",0.0706,"positive"
"Trostes",0.0706,"positive"
"Umbruches",0.004,"positive"
"Umbrüche",0.004,"positive"
"Umbruchs",0.004,"positive"
"Umbrüchen",0.004,"positive"
"Unabhängigkeiten",0.004,"positive"
"Unterstützungen",0.004,"positive"
"Unverzichtbarkeiten",0.004,"positive"
"Unwiderstehlichkeiten",0.004,"positive"
"Upgrades",0.004,"positive"
"Verantwortungen",0.004,"positive"
"Verbände",0.004,"positive"
"Verbänden",0.004,"positive"
"Verbands",0.004,"positive"
"Verbandes",0.004,"positive"
"Verbesserungen",0.004,"positive"
"Verbunde",0.004,"positive"
"Verbunds",0.004,"positive"
"Verbünde",0.004,"positive"
"Verbünden",0.004,"positive"
"Verbundenheiten",0.004,"positive"
"Verbündeten",0.004,"positive"
"Verdienstes",0.004,"positive"
"Verdienste",0.004,"positive"
"Verdiensts",0.004,"positive"
"Verdiensten",0.004,"positive"
"Verehrungen",0.004,"positive"
"Vereinbarungen",0.004,"positive"
"Vereinfachungen",0.004,"positive"
"Vereinigungen",0.004,"positive"
"Vererbungen",0.004,"positive"
"Verfeinerungen",0.004,"positive"
"Vergebungen",0.004,"positive"
"Vergrößerungen",0.004,"positive"
"Vergötterungen",0.004,"positive"
"Verhandelungen",0.004,"positive"
"Verlobungen",0.004,"positive"
"Verlöbnisse",0.004,"positive"
"Verlöbsnisses",0.004,"positive"
"Verlöbnissen",0.004,"positive"
"Vermittlungen",0.004,"positive"
"Verschönerungen",0.004,"positive"
"Versicherungen",0.004,"positive"
"Versprechens",0.004,"positive"
"Verstands",0.004,"positive"
"Verstandes",0.004,"positive"
"Verständnissen",0.004,"positive"
"Verständnisse",0.004,"positive"
"Verständnisses",0.004,"positive"
"Verstärkungen",0.004,"positive"
"Versöhnungen",0.004,"positive"
"Verteidigern",0.004,"positive"
"Verteidigers",0.004,"positive"
"Verteidigungen",0.004,"positive"
"Verträgen",0.004,"positive"
"Verträge",0.004,"positive"
"Vertrags",0.004,"positive"
"Vertrages",0.004,"positive"
"Vertrauens",0.3512,"positive"
"Vertrauenswürdigkeiten",0.004,"positive"
"Vertraute",0.004,"positive"
"Vertrautheiten",0.004,"positive"
